# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1156197	1157012	-	AWN22798.1			phage tail tape measure protein			DKM44_05795	816	271	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1157650	1157838	+							DKM44_05800	189		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1157650	1157838	+	AWN22799.1			hypothetical protein			DKM44_05800	189	62	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1157942	1158310	-							DKM44_05805	369		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1157942	1158310	-	AWN22800.1			hypothetical protein			DKM44_05805	369	122	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1158538	1159809	+							DKM44_05810	1272		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1158538	1159809	+	AWN22801.1			GGDEF domain-containing protein			DKM44_05810	1272	423	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1159875	1160279	-							DKM44_05815	405		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1159875	1160279	-	AWN24506.1			hypothetical protein			DKM44_05815	405	134	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1160668	1161054	-							DKM44_05820	387		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1160668	1161054	-	AWN22802.1			hypothetical protein			DKM44_05820	387	128	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1161099	1162865	+							DKM44_05825	1767		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1161099	1162865	+	AWN22803.1			hypothetical protein			DKM44_05825	1767	588	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1164048	1164392	+							DKM44_05830	345		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1164048	1164392	+	AWN22804.1			hypothetical protein			DKM44_05830	345	114	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1164916	1165218	-							DKM44_05835	303		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1164916	1165218	-	AWN24507.1			hypothetical protein			DKM44_05835	303	100	
gene	pseudogene	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1166599	1167366	+							DKM44_05840	768		pseudo
CDS	without_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1166599	1167366	+				IS5 family transposase			DKM44_05840	768		pseudo
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1167467	1167910	+							DKM44_05845	444		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1167467	1167910	+	AWN22805.1			hypothetical protein			DKM44_05845	444	147	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1167907	1168596	+							DKM44_05850	690		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1167907	1168596	+	AWN22806.1			IS630 family transposase			DKM44_05850	690	229	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1168671	1169990	+							DKM44_05855	1320		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1168671	1169990	+	AWN22807.1			IS701 family transposase			DKM44_05855	1320	439	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1169968	1170513	-							DKM44_05860	546		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1169968	1170513	-	AWN22808.1			hypothetical protein			DKM44_05860	546	181	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1171183	1171638	-							DKM44_05865	456		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1171183	1171638	-	AWN24508.1			hypothetical protein			DKM44_05865	456	151	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1171782	1172249	-							DKM44_05870	468		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1171782	1172249	-	AWN22809.1			hypothetical protein			DKM44_05870	468	155	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1172575	1173438	+							DKM44_05875	864		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1172575	1173438	+	AWN22810.1			IS5 family transposase			DKM44_05875	864	287	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1174086	1174424	+							DKM44_05880	339		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1174086	1174424	+	AWN22811.1			hypothetical protein			DKM44_05880	339	112	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1174964	1176298	-							DKM44_05885	1335		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1174964	1176298	-	AWN22812.1			TROVE domain-containing protein			DKM44_05885	1335	444	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1176693	1176938	+							DKM44_05890	246		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1176693	1176938	+	AWN22813.1			hypothetical protein			DKM44_05890	246	81	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1177340	1177792	-							DKM44_05895	453		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1177340	1177792	-	AWN22814.1			DinB family protein			DKM44_05895	453	150	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1177776	1178090	-							DKM44_05900	315		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1177776	1178090	-	AWN22815.1			hypothetical protein			DKM44_05900	315	104	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1178407	1180698	-							DKM44_05905	2292		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1178407	1180698	-	AWN22816.1			hypothetical protein			DKM44_05905	2292	763	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1181771	1182601	-							DKM44_05910	831		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1181771	1182601	-	AWN22817.1			hypothetical protein			DKM44_05910	831	276	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1182669	1183865	-							DKM44_05915	1197		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1182669	1183865	-	AWN22818.1			MFS transporter			DKM44_05915	1197	398	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1183917	1184495	+							DKM44_05920	579		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1183917	1184495	+	AWN22819.1			hypothetical protein			DKM44_05920	579	192	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1184593	1185117	-							DKM44_05925	525		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1184593	1185117	-	AWN24509.1			GNAT family N-acetyltransferase			DKM44_05925	525	174	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1185301	1185402	-							DKM44_05930	102		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1185301	1185402	-	AWN22820.1			hypothetical protein			DKM44_05930	102	33	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1185640	1187070	+							DKM44_05935	1431		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1185640	1187070	+	AWN22821.1			hypothetical protein			DKM44_05935	1431	476	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1187615	1188121	+							DKM44_05940	507		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1187615	1188121	+	AWN22822.1			hypothetical protein			DKM44_05940	507	168	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1188333	1188617	+							DKM44_05945	285		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1188333	1188617	+	AWN22823.1			DUF1304 domain-containing protein			DKM44_05945	285	94	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1189340	1189528	+							DKM44_05950	189		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1189340	1189528	+	AWN22824.1			hypothetical protein			DKM44_05950	189	62	
gene	pseudogene	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1189969	1190755	+							DKM44_05955	787		pseudo
CDS	without_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1189969	1190755	+				IS5 family transposase			DKM44_05955	787		pseudo
gene	pseudogene	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1190814	1191821	+							DKM44_05960	1008		pseudo
CDS	without_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1190814	1191821	+				IS630 family transposase			DKM44_05960	1008		pseudo
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1192604	1194481	-							DKM44_05965	1878		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1192604	1194481	-	AWN22825.1			SARP family transcriptional regulator			DKM44_05965	1878	625	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1194829	1195929	+							DKM44_05970	1101		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1194829	1195929	+	AWN22826.1			PAS sensor protein			DKM44_05970	1101	366	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1195920	1196666	-							DKM44_05975	747		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1195920	1196666	-	AWN22827.1			ZIP family zinc transporter			DKM44_05975	747	248	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1196943	1197377	-							DKM44_05980	435		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1196943	1197377	-	AWN22828.1			hypothetical protein			DKM44_05980	435	144	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1197560	1198264	+							DKM44_05985	705		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1197560	1198264	+	AWN22829.1			hypothetical protein			DKM44_05985	705	234	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1198273	1199226	-							DKM44_05990	954		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1198273	1199226	-	AWN22830.1			hypothetical protein			DKM44_05990	954	317	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1199460	1200992	+							DKM44_05995	1533		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1199460	1200992	+	AWN24510.1			GMP synthase (glutamine-hydrolyzing)			DKM44_05995	1533	510	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1201008	1201790	-							DKM44_06000	783		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1201008	1201790	-	AWN22831.1			hypothetical protein			DKM44_06000	783	260	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1201883	1202485	-							DKM44_06005	603		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1201883	1202485	-	AWN22832.1			MOSC domain-containing protein			DKM44_06005	603	200	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1202635	1203186	+					raiA		DKM44_06010	552		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1202635	1203186	+	AWN22833.1			ribosome-associated translation inhibitor RaiA	raiA		DKM44_06010	552	183	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1203234	1204139	-							DKM44_06015	906		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1203234	1204139	-	AWN22834.1			riboflavin biosynthesis protein RibF			DKM44_06015	906	301	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1204141	1204692	-							DKM44_06020	552		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1204141	1204692	-	AWN22835.1			ADP-ribose pyrophosphatase			DKM44_06020	552	183	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1204799	1205863	-							DKM44_06025	1065		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1204799	1205863	-	AWN22836.1			cell division protein FtsZ			DKM44_06025	1065	354	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1206018	1206620	-							DKM44_06030	603		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1206018	1206620	-	AWN22837.1			peptidoglycan endopeptidase			DKM44_06030	603	200	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1206936	1207364	+							DKM44_06035	429		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1206936	1207364	+	AWN22838.1			hypothetical protein			DKM44_06035	429	142	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1207389	1207613	+							DKM44_06040	225		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1207389	1207613	+	AWN22839.1			hypothetical protein			DKM44_06040	225	74	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1207691	1208401	+					deoD		DKM44_06045	711		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1207691	1208401	+	AWN22840.1			purine-nucleoside phosphorylase	deoD		DKM44_06045	711	236	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1208569	1209351	+							DKM44_06050	783		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1208569	1209351	+	AWN22841.1			NAD(+) diphosphatase			DKM44_06050	783	260	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1209363	1210592	-							DKM44_06055	1230		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1209363	1210592	-	AWN22842.1			tRNA/rRNA cytosine-C5-methylase			DKM44_06055	1230	409	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1211042	1211278	+							DKM44_06060	237		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1211042	1211278	+	AWN22843.1			hypothetical protein			DKM44_06060	237	78	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1211295	1211897	-							DKM44_06065	603		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1211295	1211897	-	AWN22844.1			hypothetical protein			DKM44_06065	603	200	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1212154	1213017	+							DKM44_06070	864		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1212154	1213017	+	AWN22845.1			GNAT family N-acetyltransferase			DKM44_06070	864	287	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1213097	1213402	+							DKM44_06075	306		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1213097	1213402	+	AWN22846.1			hypothetical protein			DKM44_06075	306	101	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1213443	1214408	+							DKM44_06080	966		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1213443	1214408	+	AWN22847.1			RluA family pseudouridine synthase			DKM44_06080	966	321	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1214525	1215148	+							DKM44_06085	624		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1214525	1215148	+	AWN22848.1			superoxide dismutase [Mn]			DKM44_06085	624	207	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1215279	1215776	+							DKM44_06090	498		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1215279	1215776	+	AWN22849.1			hypothetical protein			DKM44_06090	498	165	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1215706	1217421	+							DKM44_06095	1716		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1215706	1217421	+	AWN22850.1			hypothetical protein			DKM44_06095	1716	571	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1217558	1220056	+					mutS		DKM44_06100	2499		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1217558	1220056	+	AWN24511.1			DNA mismatch repair protein MutS	mutS		DKM44_06100	2499	832	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1220082	1221734	+							DKM44_06105	1653		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1220082	1221734	+	AWN22851.1			DNA mismatch repair protein MutL			DKM44_06105	1653	550	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1221816	1222028	+							DKM44_06110	213		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1221816	1222028	+	AWN22852.1			50S ribosomal protein L31			DKM44_06110	213	70	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1222092	1222766	-							DKM44_06115	675		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1222092	1222766	-	AWN22853.1			GNAT family N-acetyltransferase			DKM44_06115	675	224	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1222772	1223845	-							DKM44_06120	1074		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1222772	1223845	-	AWN22854.1			NmrA family transcriptional regulator			DKM44_06120	1074	357	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1223842	1224396	-							DKM44_06125	555		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1223842	1224396	-	AWN22855.1			carbonic anhydrase			DKM44_06125	555	184	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1224504	1225454	-							DKM44_06130	951		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1224504	1225454	-	AWN22856.1			MerR family transcriptional regulator			DKM44_06130	951	316	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1225453	1226064	+							DKM44_06135	612		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1225453	1226064	+	AWN22857.1			thymidine kinase			DKM44_06135	612	203	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1226071	1226811	-					recO		DKM44_06140	741		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1226071	1226811	-	AWN22858.1			DNA repair protein RecO	recO		DKM44_06140	741	246	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1226940	1227323	+							DKM44_06145	384		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1226940	1227323	+	AWN22859.1			hypothetical protein			DKM44_06145	384	127	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1227387	1228094	+							DKM44_06150	708		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1227387	1228094	+	AWN22860.1			GntR family transcriptional regulator			DKM44_06150	708	235	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1228091	1229023	+							DKM44_06155	933		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1228091	1229023	+	AWN22861.1			proline dehydrogenase			DKM44_06155	933	310	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1229027	1229440	+							DKM44_06160	414		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1229027	1229440	+	AWN22862.1			hypothetical protein			DKM44_06160	414	137	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1229463	1231034	+					pruA		DKM44_06165	1572		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1229463	1231034	+	AWN22863.1			L-glutamate gamma-semialdehyde dehydrogenase	pruA		DKM44_06165	1572	523	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1231104	1232846	-							DKM44_06170	1743		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1231104	1232846	-	AWN22864.1			NAD-dependent malic enzyme			DKM44_06170	1743	580	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1232919	1233875	-							DKM44_06175	957		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1232919	1233875	-	AWN22865.1			transporter			DKM44_06175	957	318	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1233885	1234523	-							DKM44_06180	639		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1233885	1234523	-	AWN22866.1			GDSL family lipase			DKM44_06180	639	212	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1234520	1235269	-							DKM44_06185	750		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1234520	1235269	-	AWN22867.1			MBL fold metallo-hydrolase			DKM44_06185	750	249	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1235377	1236942	+					lysS		DKM44_06190	1566		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1235377	1236942	+	AWN22868.1			lysine--tRNA ligase	lysS		DKM44_06190	1566	521	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1236957	1237712	-							DKM44_06195	756		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1236957	1237712	-	AWN22869.1			ribonuclease H			DKM44_06195	756	251	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1237829	1238995	+							DKM44_06200	1167		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1237829	1238995	+	AWN24512.1			AI-2E family transporter			DKM44_06200	1167	388	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1239056	1239433	-							DKM44_06205	378		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1239056	1239433	-	AWN22870.1			lactoylglutathione lyase			DKM44_06205	378	125	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1239950	1240492	+							DKM44_06210	543		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1239950	1240492	+	AWN24513.1			RNA polymerase subunit sigma-24			DKM44_06210	543	180	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1240482	1241168	+							DKM44_06215	687		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1240482	1241168	+	AWN22871.1			anti-sigma factor			DKM44_06215	687	228	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1241182	1242117	-							DKM44_06220	936		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1241182	1242117	-	AWN22872.1			tRNA pseudouridine(55) synthase TruB			DKM44_06220	936	311	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1242158	1243396	-							DKM44_06225	1239		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1242158	1243396	-	AWN22873.1			hypothetical protein			DKM44_06225	1239	412	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1243475	1246240	-							DKM44_06230	2766		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1243475	1246240	-	AWN22874.1			hypothetical protein			DKM44_06230	2766	921	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1246335	1247498	+							DKM44_06235	1164		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1246335	1247498	+	AWN22875.1			aspartate aminotransferase			DKM44_06235	1164	387	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1247570	1247794	+							DKM44_06240	225		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1247570	1247794	+	AWN22876.1			hypothetical protein			DKM44_06240	225	74	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1247849	1248940	-					proB		DKM44_06245	1092		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1247849	1248940	-	AWN22877.1			glutamate 5-kinase	proB		DKM44_06245	1092	363	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1249007	1249987	-							DKM44_06250	981		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1249007	1249987	-	AWN22878.1			porphobilinogen synthase			DKM44_06250	981	326	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1250131	1250955	+							DKM44_06255	825		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1250131	1250955	+	AWN22879.1			serine/threonine protein kinase			DKM44_06255	825	274	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1250952	1251851	+					holA		DKM44_06260	900		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1250952	1251851	+	AWN22880.1			DNA polymerase III subunit delta	holA		DKM44_06260	900	299	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1251871	1252638	-							DKM44_06265	768		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1251871	1252638	-	AWN22881.1			tryptophan-rich sensory protein			DKM44_06265	768	255	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1252754	1253563	-							DKM44_06270	810		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1252754	1253563	-	AWN22882.1			hypothetical protein			DKM44_06270	810	269	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1253708	1255864	+							DKM44_06275	2157		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1253708	1255864	+	AWN22883.1			hypothetical protein			DKM44_06275	2157	718	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1255765	1256292	+							DKM44_06280	528		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1255765	1256292	+	AWN22884.1			hypothetical protein			DKM44_06280	528	175	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1256289	1256690	+							DKM44_06285	402		
