# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1261266	1262228	+							SU48_05760	963		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1261266	1262228	+	ANE43353.1			C4-dicarboxylate ABC transporter substrate-binding protein			SU48_05760	963	320	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1262372	1262899	+							SU48_05765	528		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1262372	1262899	+	ANE43354.1			membrane protein			SU48_05765	528	175	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1262899	1264392	+							SU48_05770	1494		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1262899	1264392	+	ANE43355.1			tripartite tricarboxylate transporter TctA			SU48_05770	1494	497	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1264481	1265134	-							SU48_05775	654		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1264481	1265134	-	ANE44801.1			ABC transporter			SU48_05775	654	217	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1265191	1266351	-							SU48_05780	1161		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1265191	1266351	-	ANE44802.1			ABC transporter permease			SU48_05780	1161	386	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1266458	1266907	-							SU48_05785	450		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1266458	1266907	-	ANE43356.1			hypothetical protein			SU48_05785	450	149	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1266974	1268242	+							SU48_05790	1269		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1266974	1268242	+	ANE43357.1			hypothetical protein			SU48_05790	1269	422	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1268403	1269293	-							SU48_05795	891		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1268403	1269293	-	ANE43358.1			membrane protein			SU48_05795	891	296	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1269295	1270116	-							SU48_05800	822		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1269295	1270116	-	ANE44803.1			regulator			SU48_05800	822	273	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1270889	1273171	+							SU48_05805	2283		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1270889	1273171	+	ANE43359.1			GTP pyrophosphokinase			SU48_05805	2283	760	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1273415	1275700	+							SU48_05810	2286		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1273415	1275700	+	ANE43360.1			mannonate oxidoreductase			SU48_05810	2286	761	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1275788	1276867	+							SU48_05815	1080		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1275788	1276867	+	ANE43361.1			hypothetical protein			SU48_05815	1080	359	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1277243	1278403	+							SU48_05820	1161		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1277243	1278403	+	ANE44804.1			MFS transporter			SU48_05820	1161	386	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1278603	1279094	+							SU48_05825	492		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1278603	1279094	+	ANE43362.1			transcription elongation factor GreA			SU48_05825	492	163	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1279283	1280824	+							SU48_05830	1542		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1279283	1280824	+	ANE43363.1			lysyl-tRNA synthetase			SU48_05830	1542	513	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1281179	1282633	+							SU48_05835	1455		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1281179	1282633	+	ANE43364.1			ROK family transcriptional regulator			SU48_05835	1455	484	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1282705	1283955	+							SU48_05840	1251		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1282705	1283955	+	ANE43365.1			ABC transporter substrate-binding protein			SU48_05840	1251	416	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1284079	1285200	+							SU48_05845	1122		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1284079	1285200	+	ANE44805.1			glucose transporter			SU48_05845	1122	373	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1285200	1286069	+							SU48_05850	870		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1285200	1286069	+	ANE43366.1			ABC transporter permease			SU48_05850	870	289	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1286342	1287721	-							SU48_05855	1380		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1286342	1287721	-	ANE43367.1			(dimethylallyl)adenosine tRNA methylthiotransferase			SU48_05855	1380	459	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1288146	1288556	-							SU48_05860	411		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1288146	1288556	-	ANE43368.1			hypothetical protein			SU48_05860	411	136	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1288571	1289410	-							SU48_05865	840		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1288571	1289410	-	ANE43369.1			hypothetical protein			SU48_05865	840	279	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1289452	1290669	-							SU48_05870	1218		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1289452	1290669	-	ANE43370.1			amidase			SU48_05870	1218	405	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1290702	1291187	-							SU48_05875	486		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1290702	1291187	-	ANE43371.1			Water stress and hypersensitive response domain-containing protein			SU48_05875	486	161	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1291290	1292384	+							SU48_05880	1095		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1291290	1292384	+	ANE43372.1			hypothetical protein			SU48_05880	1095	364	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1292483	1293148	+							SU48_05885	666		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1292483	1293148	+	ANE43373.1			outer membrane lipoprotein-sorting protein			SU48_05885	666	221	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1293336	1293965	-							SU48_05890	630		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1293336	1293965	-	ANE43374.1			peptidase			SU48_05890	630	209	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1294334	1294750	+							SU48_05895	417		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1294334	1294750	+	ANE43375.1			hypothetical protein			SU48_05895	417	138	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1294818	1295513	+							SU48_05900	696		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1294818	1295513	+	ANE44806.1			uracil-DNA glycosylase			SU48_05900	696	231	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1295894	1296772	-							SU48_05905	879		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1295894	1296772	-	ANE43376.1			Zn-finger containing protein			SU48_05905	879	292	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1296769	1297908	-							SU48_05910	1140		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1296769	1297908	-	ANE43377.1			DNA recombination protein RecF			SU48_05910	1140	379	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1297991	1298776	+							SU48_05915	786		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1297991	1298776	+	ANE43378.1			N-formylglutamate amidohydrolase			SU48_05915	786	261	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1299129	1300118	-							SU48_05920	990		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1299129	1300118	-	ANE43379.1			geranylgeranyl diphosphate synthase			SU48_05920	990	329	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1301636	1302517	-							SU48_05925	882		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1301636	1302517	-	ANE43380.1			hypothetical protein			SU48_05925	882	293	
gene	pseudogene	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1302577	1302783	-				hypothetical protein			SU48_05930	207		pseudo
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1303147	1303881	+							SU48_05935	735		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1303147	1303881	+	ANE43381.1			membrane protein			SU48_05935	735	244	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1304183	1305271	+							SU48_05940	1089		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1304183	1305271	+	ANE43382.1			phosphoribosylaminoimidazole synthetase			SU48_05940	1089	362	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1305268	1305996	+							SU48_05945	729		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1305268	1305996	+	ANE43383.1			phosphoglycerate mutase			SU48_05945	729	242	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1306043	1307044	+							SU48_05950	1002		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1306043	1307044	+	ANE43384.1			transporter			SU48_05950	1002	333	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1307074	1307640	+							SU48_05955	567		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1307074	1307640	+	ANE43385.1			hypothetical protein			SU48_05955	567	188	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1307678	1308190	-							SU48_05960	513		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1307678	1308190	-	ANE43386.1			hypothetical protein			SU48_05960	513	170	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1308383	1309579	+							SU48_05965	1197		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1308383	1309579	+	ANE43387.1			fosmidomycin resistance protein			SU48_05965	1197	398	
gene	pseudogene	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1309892	1311430	-				hypothetical protein			SU48_05970	1539		pseudo
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1311537	1312073	-							SU48_05975	537		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1311537	1312073	-	ANE43388.1			VIT family protein			SU48_05975	537	178	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1312193	1313140	+							SU48_05980	948		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1312193	1313140	+	ANE43389.1			diacylglycerol kinase			SU48_05980	948	315	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1313336	1314061	-							SU48_05985	726		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1313336	1314061	-	ANE43390.1			hypothetical protein			SU48_05985	726	241	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1314317	1317358	+							SU48_05990	3042		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1314317	1317358	+	ANE43391.1			hypothetical protein			SU48_05990	3042	1013	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1317396	1317785	+							SU48_05995	390		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1317396	1317785	+	ANE43392.1			hypothetical protein			SU48_05995	390	129	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1317816	1318028	+							SU48_06000	213		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1317816	1318028	+	ANE43393.1			hypothetical protein			SU48_06000	213	70	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1318025	1318624	+							SU48_06005	600		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1318025	1318624	+	ANE43394.1			transcriptional regulator			SU48_06005	600	199	
gene	pseudogene	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1318692	1319111	+				hypothetical protein			SU48_06010	420		pseudo
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1319412	1320419	+							SU48_06015	1008		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1319412	1320419	+	ANE43395.1			delta-aminolevulinic acid dehydratase			SU48_06015	1008	335	
gene	pseudogene	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1320422	1320784	+				protein tyrosine phosphatase			SU48_06020	363		pseudo
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1320808	1321320	+							SU48_06025	513		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1320808	1321320	+	ANE43396.1			hypothetical protein			SU48_06025	513	170	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1321374	1321883	+							SU48_06030	510		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1321374	1321883	+	ANE43397.1			transposase			SU48_06030	510	169	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1322274	1322684	+							SU48_06035	411		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1322274	1322684	+	ANE44807.1			hypothetical protein			SU48_06035	411	136	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1322708	1323079	+							SU48_06040	372		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1322708	1323079	+	ANE43398.1			hypothetical protein			SU48_06040	372	123	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1323707	1324297	+							SU48_06045	591		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1323707	1324297	+	ANE43399.1			hypothetical protein			SU48_06045	591	196	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1324474	1326030	-							SU48_06050	1557		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1324474	1326030	-	ANE43400.1			hypothetical protein			SU48_06050	1557	518	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1326297	1326971	-							SU48_06055	675		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1326297	1326971	-	ANE43401.1			Crp/Fnr family transcriptional regulator			SU48_06055	675	224	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1327087	1327866	+							SU48_06060	780		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1327087	1327866	+	ANE43402.1			UDP-N-acetyl-D-mannosaminuronic acid transferase			SU48_06060	780	259	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1328053	1328718	+							SU48_06065	666		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1328053	1328718	+	ANE43403.1			serine dehydratase			SU48_06065	666	221	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1328864	1329751	+							SU48_06070	888		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1328864	1329751	+	ANE44808.1			serine dehydratase			SU48_06070	888	295	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1329777	1330328	-							SU48_06075	552		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1329777	1330328	-	ANE43404.1			hypothetical protein			SU48_06075	552	183	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1330325	1330777	-							SU48_06080	453		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1330325	1330777	-	ANE43405.1			hypothetical protein			SU48_06080	453	150	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1330813	1331391	-							SU48_06085	579		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1330813	1331391	-	ANE43406.1			hypothetical protein			SU48_06085	579	192	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1331388	1331687	-							SU48_06090	300		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1331388	1331687	-	ANE44809.1			PadR family transcriptional regulator			SU48_06090	300	99	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1331774	1332580	+							SU48_06095	807		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1331774	1332580	+	ANE43407.1			hypothetical protein			SU48_06095	807	268	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1332584	1333267	-							SU48_06100	684		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1332584	1333267	-	ANE43408.1			beta-phosphoglucomutase			SU48_06100	684	227	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1333264	1333611	-							SU48_06105	348		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1333264	1333611	-	ANE43409.1			nickel transporter			SU48_06105	348	115	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1333814	1334734	+							SU48_06110	921		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1333814	1334734	+	ANE44810.1			hypothetical protein			SU48_06110	921	306	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1334972	1335988	+							SU48_06115	1017		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1334972	1335988	+	ANE43410.1			ketoacyl reductase			SU48_06115	1017	338	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1336027	1336875	-							SU48_06120	849		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1336027	1336875	-	ANE43411.1			NAD synthetase			SU48_06120	849	282	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1337112	1338485	+							SU48_06125	1374		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1337112	1338485	+	ANE43412.1			sugar transporter			SU48_06125	1374	457	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1338565	1340007	+							SU48_06130	1443		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1338565	1340007	+	ANE43413.1			nicotinate phosphoribosyltransferase			SU48_06130	1443	480	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1340004	1340954	+							SU48_06135	951		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1340004	1340954	+	ANE43414.1			ADP-ribose pyrophosphatase			SU48_06135	951	316	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1340917	1341882	-							SU48_06140	966		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1340917	1341882	-	ANE43415.1			arginine transporter			SU48_06140	966	321	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1341938	1342450	-							SU48_06145	513		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1341938	1342450	-	ANE43416.1			hypothetical protein			SU48_06145	513	170	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1342512	1344677	-							SU48_06150	2166		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1342512	1344677	-	ANE43417.1			methylmalonyl-CoA mutase			SU48_06150	2166	721	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1345009	1345560	+							SU48_06155	552		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1345009	1345560	+	ANE44811.1			PEBP family protein			SU48_06155	552	183	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1345687	1346379	+							SU48_06160	693		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1345687	1346379	+	ANE43418.1			ribulose-phosphate 3-epimerase			SU48_06160	693	230	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1346376	1347101	+							SU48_06165	726		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1346376	1347101	+	ANE43419.1			2-phosphosulfolactate phosphatase			SU48_06165	726	241	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1347183	1348403	+							SU48_06170	1221		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1347183	1348403	+	ANE43420.1			carboxynorspermidine decarboxylase			SU48_06170	1221	406	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1348816	1350090	-							SU48_06175	1275		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1348816	1350090	-	ANE43421.1			S-layer protein			SU48_06175	1275	424	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1350344	1350754	+							SU48_06180	411		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1350344	1350754	+	ANE43422.1			hypothetical protein			SU48_06180	411	136	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1350962	1351735	-							SU48_06185	774		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1350962	1351735	-	ANE43423.1			hypothetical protein			SU48_06185	774	257	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1352097	1352300	+							SU48_06190	204		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1352097	1352300	+	ANE43424.1			MerR family transcriptional regulator			SU48_06190	204	67	
gene	pseudogene	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1352422	1352934	+				hypothetical protein			SU48_06195	513		pseudo
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1353231	1353932	+							SU48_06200	702		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1353231	1353932	+	ANE44812.1			hypothetical protein			SU48_06200	702	233	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1353892	1355142	-							SU48_06205	1251		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1353892	1355142	-	ANE44813.1			cytochrome P450			SU48_06205	1251	416	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1355297	1356073	-							SU48_06210	777		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1355297	1356073	-	ANE43425.1			cell division protein DivIVA			SU48_06210	777	258	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1356105	1356758	-							SU48_06215	654		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1356105	1356758	-	ANE43426.1			hypothetical protein			SU48_06215	654	217	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1357049	1359643	+							SU48_06220	2595		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1357049	1359643	+	ANE43427.1			membrane protein			SU48_06220	2595	864	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1359955	1361538	+							SU48_06225	1584		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1359955	1361538	+	ANE43428.1			fibronectin-binding protein			SU48_06225	1584	527	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1361549	1362781	-							SU48_06230	1233		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1361549	1362781	-	ANE43429.1			histidine kinase			SU48_06230	1233	410	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1362864	1363541	-							SU48_06235	678		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1362864	1363541	-	ANE43430.1			chemotaxis protein CheY			SU48_06235	678	225	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1363751	1364260	-							SU48_06240	510		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1363751	1364260	-	ANE43431.1			hypothetical protein			SU48_06240	510	169	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1364570	1365448	-							SU48_06245	879		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1364570	1365448	-	ANE43432.1			chemotaxis protein CheY			SU48_06245	879	292	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1365582	1366352	-							SU48_06250	771		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1365582	1366352	-	ANE43433.1			pseudouridine synthase			SU48_06250	771	256	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1366349	1366960	-							SU48_06255	612		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1366349	1366960	-	ANE43434.1			hypothetical protein			SU48_06255	612	203	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1367361	1367834	-							SU48_06260	474		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1367361	1367834	-	ANE43435.1			dehydratase			SU48_06260	474	157	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1367827	1368759	-							SU48_06265	933		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	1367827	1368759	-	ANE43436.1			citrate lyase			SU48_06265	933	310	
