# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1527504	1528364	+	ASN80865.1			hypothetical protein			DFI_07515	861	286	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1528492	1529883	+							DFI_07520	1392		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1528492	1529883	+	ASN82097.1			bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase			DFI_07520	1392	463	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1529960	1530682	+							DFI_07525	723		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1529960	1530682	+	ASN80866.1			GTPase-activating protein			DFI_07525	723	240	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1530755	1532428	+							DFI_07530	1674		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1530755	1532428	+	ASN80867.1			glycerol-3-phosphate acyltransferase			DFI_07530	1674	557	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1532581	1533585	+							DFI_07535	1005		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1532581	1533585	+	ASN80868.1			4-hydroxy-3-methylbut-2-enyl diphosphate reductase			DFI_07535	1005	334	
gene	pseudogene	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1533595	1533894	+							DFI_07540	300		pseudo
CDS	without_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1533595	1533894	+				hypothetical protein			DFI_07540	300		pseudo
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1533938	1534741	+							DFI_07545	804		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1533938	1534741	+	ASN80869.1			acetylglutamate kinase			DFI_07545	804	267	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1534794	1535072	+							DFI_07550	279		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1534794	1535072	+	ASN80870.1			hypothetical protein			DFI_07550	279	92	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1535125	1536456	-							DFI_07555	1332		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1535125	1536456	-	ASN80871.1			serine protease			DFI_07555	1332	443	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1536580	1536960	-							DFI_07560	381		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1536580	1536960	-	ASN80872.1			RNA-binding protein S1			DFI_07560	381	126	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1537081	1537686	+							DFI_07565	606		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1537081	1537686	+	ASN82098.1			septum site-determining protein MinC			DFI_07565	606	201	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1537873	1538340	+							DFI_07570	468		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1537873	1538340	+	ASN80873.1			ribosome assembly cofactor RimP			DFI_07570	468	155	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1538382	1539569	+					nusA		DFI_07575	1188		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1538382	1539569	+	ASN80874.1			transcription termination factor NusA	nusA		DFI_07575	1188	395	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1539573	1539875	+							DFI_07580	303		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1539573	1539875	+	ASN80875.1			hypothetical protein			DFI_07580	303	100	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1539939	1541753	+							DFI_07585	1815		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1539939	1541753	+	ASN80876.1			translation initiation factor IF-2			DFI_07585	1815	604	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1541834	1542703	-							DFI_07590	870		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1541834	1542703	-	ASN80877.1			hypothetical protein			DFI_07590	870	289	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1542896	1543228	+							DFI_07595	333		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1542896	1543228	+	ASN80878.1			hypothetical protein			DFI_07595	333	110	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1543363	1545672	+							DFI_07600	2310		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1543363	1545672	+	ASN80879.1			protein translocase subunit SecDF			DFI_07600	2310	769	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1545803	1546846	+							DFI_07605	1044		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1545803	1546846	+	ASN80880.1			N-acetyl-gamma-glutamyl-phosphate reductase			DFI_07605	1044	347	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1546906	1547760	-							DFI_07610	855		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1546906	1547760	-	ASN80881.1			MBL fold metallo-hydrolase			DFI_07610	855	284	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1547810	1548103	-							DFI_07615	294		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1547810	1548103	-	ASN80882.1			N-acetyltransferase			DFI_07615	294	97	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1548195	1548596	-							DFI_07620	402		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1548195	1548596	-	ASN80883.1			nuclease inhibitor			DFI_07620	402	133	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1548593	1549000	-							DFI_07625	408		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1548593	1549000	-	ASN82099.1			ribonuclease			DFI_07625	408	135	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1549024	1550079	-							DFI_07630	1056		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1549024	1550079	-	ASN80884.1			hypothetical protein			DFI_07630	1056	351	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1550153	1550980	-							DFI_07635	828		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1550153	1550980	-	ASN80885.1			undecaprenyl-diphosphatase			DFI_07635	828	275	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1551068	1551889	+							DFI_07640	822		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1551068	1551889	+	ASN80886.1			3'-kinase			DFI_07640	822	273	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1551914	1553194	+							DFI_07645	1281		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1551914	1553194	+	ASN80887.1			MFS transporter			DFI_07645	1281	426	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1553248	1553931	-							DFI_07650	684		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1553248	1553931	-	ASN80888.1			flagellar biosynthesis protein FlgM			DFI_07650	684	227	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1554081	1554374	-							DFI_07655	294		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1554081	1554374	-	ASN80889.1			stage V sporulation protein S			DFI_07655	294	97	
gene	tRNA	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1554752	1554826	+							DFI_07660	75		
tRNA		GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1554752	1554826	+				tRNA-Val			DFI_07660	75		anticodon=TAC
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1554958	1556181	-							DFI_07665	1224		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1554958	1556181	-	ASN80890.1			hypothetical protein			DFI_07665	1224	407	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1556182	1557552	-							DFI_07670	1371		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1556182	1557552	-	ASN82100.1			helicase			DFI_07670	1371	456	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1557653	1558147	-							DFI_07675	495		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1557653	1558147	-	ASN80891.1			hypothetical protein			DFI_07675	495	164	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1558148	1558423	-							DFI_07680	276		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1558148	1558423	-	ASN80892.1			hypothetical protein			DFI_07680	276	91	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1558498	1559565	-							DFI_07685	1068		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1558498	1559565	-	ASN80893.1			hypothetical protein			DFI_07685	1068	355	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1559689	1560900	+							DFI_07690	1212		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1559689	1560900	+	ASN80894.1			NADH oxidase			DFI_07690	1212	403	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1560897	1562021	-							DFI_07695	1125		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1560897	1562021	-	ASN82101.1			zinc ABC transporter permease			DFI_07695	1125	374	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1562021	1562935	-							DFI_07700	915		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1562021	1562935	-	ASN80895.1			zinc transporter			DFI_07700	915	304	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1562932	1563684	-							DFI_07705	753		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1562932	1563684	-	ASN80896.1			manganese ABC transporter ATP-binding protein			DFI_07705	753	250	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1563681	1564634	-							DFI_07710	954		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1563681	1564634	-	ASN80897.1			manganese transporter			DFI_07710	954	317	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1565073	1565333	+							DFI_07715	261		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1565073	1565333	+	ASN80898.1			cold-shock protein			DFI_07715	261	86	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1565436	1565669	-							DFI_07720	234		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1565436	1565669	-	ASN80899.1			hypothetical protein			DFI_07720	234	77	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1565757	1565987	+							DFI_07725	231		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1565757	1565987	+	ASN80900.1			hypothetical protein			DFI_07725	231	76	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1566235	1566741	-							DFI_07730	507		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1566235	1566741	-	ASN80901.1			hypothetical protein			DFI_07730	507	168	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1566839	1568977	-							DFI_07735	2139		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1566839	1568977	-	ASN80902.1			hypothetical protein			DFI_07735	2139	712	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1569044	1572382	-							DFI_07740	3339		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1569044	1572382	-	ASN80903.1			hypothetical protein			DFI_07740	3339	1112	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1572555	1573931	-							DFI_07745	1377		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1572555	1573931	-	ASN80904.1			amidase			DFI_07745	1377	458	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1573990	1574877	+							DFI_07750	888		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1573990	1574877	+	ASN80905.1			bifunctional chorismate mutase/prephenate dehydratase			DFI_07750	888	295	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1574937	1575317	-							DFI_07755	381		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1574937	1575317	-	ASN80906.1			acetyl-CoA carboxylase biotin carboxyl carrier protein subunit			DFI_07755	381	126	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1575355	1575633	-							DFI_07760	279		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1575355	1575633	-	ASN80907.1			hypothetical protein			DFI_07760	279	92	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1575649	1577211	-							DFI_07765	1563		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1575649	1577211	-	ASN80908.1			methylmalonyl-CoA carboxyltransferase			DFI_07765	1563	520	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1577243	1578751	-							DFI_07770	1509		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1577243	1578751	-	ASN80909.1			oxaloacetate decarboxylase			DFI_07770	1509	502	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1578990	1580450	+							DFI_07775	1461		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1578990	1580450	+	ASN82102.1			peptidase S10			DFI_07775	1461	486	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1580895	1584560	+							DFI_07780	3666		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1580895	1584560	+	ASN80910.1			methionine synthase			DFI_07780	3666	1221	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1584557	1585306	+							DFI_07785	750		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1584557	1585306	+	ASN80911.1			5,10-methylenetetrahydrofolate reductase			DFI_07785	750	249	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1585370	1586665	-							DFI_07790	1296		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1585370	1586665	-	ASN80912.1			hypothetical protein			DFI_07790	1296	431	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1586786	1587811	-							DFI_07795	1026		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1586786	1587811	-	ASN80913.1			ABC transporter ATP-binding protein			DFI_07795	1026	341	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1587808	1588878	-					dppD		DFI_07800	1071		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1587808	1588878	-	ASN80914.1			ABC transporter ATP-binding protein	dppD		DFI_07800	1071	356	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1588970	1590100	-							DFI_07805	1131		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1588970	1590100	-	ASN80915.1			peptide ABC transporter permease			DFI_07805	1131	376	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1590105	1591088	-							DFI_07810	984		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1590105	1591088	-	ASN80916.1			peptide ABC transporter permease			DFI_07810	984	327	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1591219	1592970	-							DFI_07815	1752		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1591219	1592970	-	ASN82103.1			peptide-binding protein			DFI_07815	1752	583	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1593350	1593574	-							DFI_07820	225		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1593350	1593574	-	ASN80917.1			preprotein translocase subunit SecG			DFI_07820	225	74	
gene	tRNA	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1593627	1593709	-							DFI_07825	83		
tRNA		GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1593627	1593709	-				tRNA-Leu			DFI_07825	83		anticodon=CAA
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1593768	1595009	-							DFI_07830	1242		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1593768	1595009	-	ASN80918.1			phosphoribosylamine--glycine ligase			DFI_07830	1242	413	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1595009	1595929	-							DFI_07835	921		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1595009	1595929	-	ASN80919.1			MBL fold hydrolase			DFI_07835	921	306	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1596173	1596496	-							DFI_07840	324		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1596173	1596496	-	ASN82104.1			RNHCP domain-containing protein			DFI_07840	324	107	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1596640	1597308	+							DFI_07845	669		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1596640	1597308	+	ASN80920.1			molybdenum cofactor biosysynthesis protein			DFI_07845	669	222	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1597488	1597886	+							DFI_07850	399		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1597488	1597886	+	ASN80921.1			hypothetical protein			DFI_07850	399	132	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1597997	1600333	+							DFI_07855	2337		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1597997	1600333	+	ASN80922.1			DNA helicase RecG			DFI_07855	2337	778	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1600544	1601395	+							DFI_07860	852		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1600544	1601395	+	ASN80923.1			short-chain dehydrogenase			DFI_07860	852	283	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1601437	1602993	+							DFI_07865	1557		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1601437	1602993	+	ASN80924.1			hypothetical protein			DFI_07865	1557	518	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1603028	1603369	+							DFI_07870	342		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1603028	1603369	+	ASN80925.1			hypothetical protein			DFI_07870	342	113	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1603670	1605247	+							DFI_07875	1578		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1603670	1605247	+	ASN80926.1			L-glutamate gamma-semialdehyde dehydrogenase			DFI_07875	1578	525	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1605249	1605599	-							DFI_07880	351		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1605249	1605599	-	ASN80927.1			hypothetical protein			DFI_07880	351	116	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1605664	1606164	+							DFI_07885	501		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1605664	1606164	+	ASN80928.1			metal-dependent hydrolase			DFI_07885	501	166	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1606161	1606640	+							DFI_07890	480		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1606161	1606640	+	ASN82105.1			hypothetical protein			DFI_07890	480	159	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1606690	1607979	+							DFI_07895	1290		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1606690	1607979	+	ASN80929.1			aspartate aminotransferase family protein			DFI_07895	1290	429	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1608034	1608834	-							DFI_07900	801		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1608034	1608834	-	ASN80930.1			glycosyltransferase			DFI_07900	801	266	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1608845	1609516	+							DFI_07905	672		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1608845	1609516	+	ASN80931.1			Crp/Fnr family transcriptional regulator			DFI_07905	672	223	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1609650	1611206	+							DFI_07910	1557		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1609650	1611206	+	ASN80932.1			bacillithiol biosynthesis cysteine-adding enzyme BshC			DFI_07910	1557	518	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1611203	1611751	+							DFI_07915	549		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1611203	1611751	+	ASN80933.1			hypothetical protein			DFI_07915	549	182	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1611768	1612724	-							DFI_07920	957		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1611768	1612724	-	ASN80934.1			signal recognition particle-docking protein FtsY			DFI_07920	957	318	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1612804	1613106	-							DFI_07925	303		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1612804	1613106	-	ASN80935.1			NrdH-redoxin			DFI_07925	303	100	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1613103	1615208	-							DFI_07930	2106		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1613103	1615208	-	ASN80936.1			6-bladed beta-propeller			DFI_07930	2106	701	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1615504	1617339	+							DFI_07935	1836		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1615504	1617339	+	ASN80937.1			hypothetical protein			DFI_07935	1836	611	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1617390	1618052	+							DFI_07940	663		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1617390	1618052	+	ASN82106.1			glycosyl transferase family 2			DFI_07940	663	220	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1618056	1618847	-							DFI_07945	792		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1618056	1618847	-	ASN80938.1			pyrroline-5-carboxylate reductase			DFI_07945	792	263	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1618927	1619739	+							DFI_07950	813		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1618927	1619739	+	ASN82107.1			50S ribosomal protein L11 methyltransferase			DFI_07950	813	270	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1619804	1620454	+							DFI_07955	651		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1619804	1620454	+	ASN82108.1			16S rRNA (uracil(1498)-N(3))-methyltransferase			DFI_07955	651	216	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1620512	1621576	-							DFI_07960	1065		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1620512	1621576	-	ASN80939.1			branched chain amino acid aminotransferase			DFI_07960	1065	354	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1621645	1622274	-							DFI_07965	630		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1621645	1622274	-	ASN80940.1			imidazole glycerol phosphate synthase subunit HisH			DFI_07965	630	209	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1622271	1622861	-							DFI_07970	591		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1622271	1622861	-	ASN80941.1			imidazoleglycerol-phosphate dehydratase			DFI_07970	591	196	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1623219	1624754	+							DFI_07975	1536		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1623219	1624754	+	ASN80942.1			peptidase S8			DFI_07975	1536	511	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1624848	1626008	+							DFI_07980	1161		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1624848	1626008	+	ASN80943.1			trypsin			DFI_07980	1161	386	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1626136	1626735	+							DFI_07985	600		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1626136	1626735	+	ASN80944.1			single-stranded DNA-binding protein			DFI_07985	600	199	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1626732	1626926	+							DFI_07990	195		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1626732	1626926	+	ASN80945.1			hypothetical protein			DFI_07990	195	64	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1627036	1627806	+							DFI_07995	771		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1627036	1627806	+	ASN80946.1			trans-aconitate methyltransferase			DFI_07995	771	256	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1627817	1630315	-							DFI_08000	2499		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1627817	1630315	-	ASN80947.1			ATP-dependent helicase HrpB			DFI_08000	2499	832	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1630405	1631376	-							DFI_08005	972		
